StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,Prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q167_First Click,Q167_Last Click,Q167_Page Submit,Q167_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q172_First Click,Q172_Last Click,Q172_Page Submit,Q172_Click Count,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,aid,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-07-31 16:01:01,2023-07-31 16:17:33,0,96.245.167.134,100,992,1,2023-07-31 16:17:34,R_1HhPRrf5nCcYJTZ,,,,,39.9544,-75.1657,anonymous,EN,1,,1,0,0,70.928,0,0,0,3.008,0,48,0,0,232.6,0,0,0,60.87,0,4,5,847,234,Region #2,15,3,0,0,7.355,0,0,0,28.936,0,0,0,25.006,0,,,,,,,,,,,,,,,3,4,8,,0,0,45.006,0,,,,,,,,,,,,,"I think the purpose was to see if we assumed a person would take the easy route based on their political party. ",2,"The chat phase so so quick, it seemed computerized. ",2,"If the chat participant part was not true, I don't think the second part was true either. ",1,,no,41,2,,7,3,1,1,6392NwKkvp,Study2_MoHiPilot2,,7,R_1HhPRrf5nCcYJTZ,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: Hi I'm Kat
<br>Player3-Democrat: Hi, I'm Shay
<br>Player4-Republican: Hi I'm Jess
<br>Player2-Republican: Hi my name is Shannon and I am an overestimator lol
<br>Player3-Democrat:  ... an Underestimator!
<br>Player4-Republican: I'm an over too
<br>Player1-Democrat: I am under
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:01:17,2023-07-31 16:17:59,0,108.216.65.169,100,1001,1,2023-07-31 16:17:59,R_aeZ0nVaNEzETY6R,,,,,34.6805,-82.8231,anonymous,EN,1,,1,0,0,13.167,0,0,0,3.013,0,55,0,0,239.27,0,12.857,19.527,22.341,3,1,4,872,52,Region #2,14,3,0,0,13.392,0,16.504,16.504,19.857,1,0,0,25.009,0,2,10.396,14.326,16.813,3,,1,7,5,"The assignment is blind, but you know who the participants are and may be able to derive who guessed what based on the preliminary questions. It's not really ""blind"" in that sense, I think. ",,,,,,,,,,,,,,,,,,,,,,,,,"Now, I have no clue whatsoever!",1,,1,,1,,"Please don't tell me that the entire experiment was an AI-driven bot the whole time. I was kind of excited to participate when I thought I would be interacting with real Prolificers, something we're not able to do within the platform itself.",47,2,,3,3,1,1,6392NwKkvp,Study2_MoHiPilot2,,7,R_aeZ0nVaNEzETY6R,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player1-Democrat: Hi I'm Kat
<br>Player3-Democrat: Hi, I'm Shay
<br>Player4-Republican: Hi I'm Jess
<br>Player2-Republican: Hi my name is Shannon and I am an overestimator lol
<br>Player3-Democrat:  ... an Underestimator!
<br>Player4-Republican: I'm an over too
<br>Player1-Democrat: I am under
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:01:58,2023-07-31 16:18:14,0,24.117.95.134,100,976,1,2023-07-31 16:18:15,R_sMSQ6W7VO5i3pE5,,,,,43.1943,-112.3615,anonymous,EN,1,,1,0,0,238.049,0,0,0,3.008,0,145,0,0,41.726,0,0,0,30.156,0,1,4,616,157,Region #2,15,3,0,0,15.802,0,0,0,25.839,0,0,0,25.021,0,,,,,,,,,,,0,0,15.021,0,2,4,8,,,,,,,,,,,,,,,,,,I don't know. I guess it was something about fairness and how people would chose.,1,,1,,1,," I did expect to interact with the others more. I felt some extra pressure to perform well with the others. I was very aware that I was not acting alone.",59,1,,7,6,1,1,6392NwKkvp,Study2_MoHiPilot2,,10,R_sMSQ6W7VO5i3pE5,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Hello
<br>Player1-Democrat: hi
<br>Player2-Republican: Hi
<br>Player3-Democrat: Hi
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:00:31,2023-07-31 16:18:23,0,67.185.28.42,100,1071,1,2023-07-31 16:18:24,R_10Jdijq6SmOlRhC,,,,,47.4514,-122.3437,anonymous,EN,1,,1,9.419,10.902,13.383,5,0,0,3.012,0,30,0,0,0.487,0,6.506,6.506,31.292,1,2,3,869,43,Region #2,14,3,4.353,34.968,36.541,2,5.33,5.33,42.38,1,0,0,25.108,0,,,,,,,,,,,,,,,1,5,10,n/a,,,,,4.275,39.746,45.006,7,,,,,,,,,Observing the behaviors of individuals at the moment they are assigned tasks.,1,,1,,1,,,26,1,,7,2,1,1,6392NwKkvp,Study2_MoHiPilot2,,8,R_10Jdijq6SmOlRhC,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: Hi everyone
<br>Player2-Republican: I thought it was more
<br>Player3-Democrat: It was difficult to estimate the circles because of the various sizes.
<br>Player4-Republican: I did not think there was enough time to give a good estimate.
<br>Player3-Democrat: I agree/
<br>Player1-Democrat: I agree
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:05:29,2023-07-31 16:18:30,0,24.62.163.174,100,780,1,2023-07-31 16:18:30,R_AhSccEX84yNOXyp,,,,,42.9621,-71.449,anonymous,EN,1,,1,227.981,227.981,228.28,1,0,0,3.014,0,37,0,0,22.036,0,7.419,9.973,22.106,2,1,1,866,232,Region #2,15,3,0,0,6.801,0,0,0,10.902,0,0,0,25.009,0,,,,,,,,,,,,,,,2,3,9,,,,,,,,,,,,,,0,0,45.112,0,"To understand my reaction of a Scenario ",1,,1,,3,,,19,1,,"3,4",7,1,1,6392NwKkvp,Study2_MoHiPilot2,,13,R_AhSccEX84yNOXyp,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player2-Republican: Yo
<br>Player2-Republican: That task was hard
<br>Player3-Democrat: Hey everyone
<br>Player2-Republican: But I guess there was no pressure too
<br>Player1-Democrat: Hello
<br>Player4-Republican: Hello
<br>Player3-Democrat: It is an interesting task.
<br>Player2-Republican: Did ya use any Strats?
<br>Player3-Democrat: Did you over- or under- estimate?
<br>Player1-Democrat: It was, I was an underestimator what about you guys?
<br>Player3-Democrat: No strats
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:00:07,2023-07-31 16:18:56,0,104.7.39.226,100,1129,1,2023-07-31 16:18:57,R_Q3LjMi5hXYTAuB3,,,,,35.8001,-83.8811,anonymous,EN,1,,1,0,0,38.672,0,0,0,3.012,0,45,0,0,22.9,0,0,0,40.857,0,1,3,403,231,Region #1,14,3,0,0,18.509,0,0,0,43.173,0,0,0,25.011,0,,,,,,,,,,,,,,,2,5,9,no,,,,,,,,,,,,,0,0,45.006,0,I think the purpose of this survey is to study how people communicate with each other and complete tasks.,1,,1,,1,,no,64,2,,7,7,1,1,6392NwKkvp,Study2_MoHiPilot2,,8,R_Q3LjMi5hXYTAuB3,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: Hi everyone
<br>Player2-Republican: I thought it was more
<br>Player3-Democrat: It was difficult to estimate the circles because of the various sizes.
<br>Player4-Republican: I did not think there was enough time to give a good estimate.
<br>Player3-Democrat: I agree/
<br>Player1-Democrat: I agree
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:00:10,2023-07-31 16:19:27,0,172.15.53.88,100,1157,1,2023-07-31 16:19:28,R_2w0pvys8WMW9d76,,,,,33.9449,-117.3834,anonymous,EN,1,,1,0,0,93.129,0,0,0,3.01,0,40,0,0,0.485,0,0,0,38.754,0,1,4,772,283,Region #2,16,3,0,0,11.291,0,0,0,35.456,0,0,0,25.113,0,1,16.74,16.74,18.483,1,1,1,4,10,"If I was randomly given a chance to choose a task, I don't think it's ""unfair"" to select the one I want instead of going through a second randomization process.",,,,,,,,,,,,,,,,,,,,,,,,,I guess it was to see what people selected?,1,,4,,1,,,25,1,,7,6,1,1,6392NwKkvp,Study2_MoHiPilot2,,5,R_2w0pvys8WMW9d76,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: Oh I hate estimating the number of dots. I'm not good at it. I went over.
<br>Player2-Republican: i guess it was hard, but idk how many there actually were. i was under.
<br>Player3-Democrat: i am bad at it, i went too low!
<br>Player1-Democrat: I inititally estimated 350 but decided to go with a higher number and i guess I overestimated
<br>Player4-Republican: Yeah I wish they would have told us how far off we were.
<br>Player2-Republican: me too!
<br>Player4-Republican: I said 75 and was told that was too much!
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:11:35,2023-07-31 16:20:03,0,174.193.117.103,100,507,1,2023-07-31 16:20:03,R_1BWqfG015SBljFj,,,,,39.942,-84.1663,anonymous,EN,1,,1,0,0,23.204,0,0,0,3.009,0,150,0,0,3.828,0,0,0,21.741,0,1,3,133,212,Region #1,15,3,0,0,7.335,0,0,0,13.242,0,0,0,25.008,0,,,,,,,,,,,,,,,1,4,10,n/a,,,,,0,0,45.105,0,,,,,,,,,"I am not sure, to be honest.",1,,1,,1,,n/a,52,2,,7,2,1,1,6392NwKkvp,Study2_MoHiPilot2,,14,R_1BWqfG015SBljFj,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hello. It was hard to estimate with so little time, so I just guessed.
<br>Player4-Republican: I felt like the small bubbles would be much more than I estimated it, how did you approach it?
<br>Player1-Democrat: I am an underestimater for this task - I found it hard to visualize with so little time
<br>Player3-Democrat: I was an underestimator as well, there was a lot of dots
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:09:05,2023-07-31 16:20:15,0,128.252.154.2,100,670,1,2023-07-31 16:20:16,R_sB9b91vWipJxalr,,,,,38.6433,-90.2575,anonymous,EN,1,,1,0,0,72.79,0,0,0,3.018,0,180,0,0,8.354,0,0,0,21.66,0,1,4,151,71,Region #1,15,3,0,0,19.788,0,0,0,18.83,0,0,0,26.041,0,,,,,,,,,,,0,0,16.888,0,2,3,8,none,,,,,,,,,,,,,,,,,It may ask my feeling about being treated unfairly.,1,,1,,1,,,31,1,,2,4,1,1,6392NwKkvp,Study2_MoHiPilot2,,13,R_sB9b91vWipJxalr,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player2-Republican: Yo
<br>Player2-Republican: That task was hard
<br>Player3-Democrat: Hey everyone
<br>Player2-Republican: But I guess there was no pressure too
<br>Player1-Democrat: Hello
<br>Player4-Republican: Hello
<br>Player3-Democrat: It is an interesting task.
<br>Player2-Republican: Did ya use any Strats?
<br>Player3-Democrat: Did you over- or under- estimate?
<br>Player1-Democrat: It was, I was an underestimator what about you guys?
<br>Player3-Democrat: No strats
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:07:01,2023-07-31 16:20:23,0,96.39.222.141,100,802,1,2023-07-31 16:20:24,R_3LciHgFHMSgujYn,,,,,32.6951,-97.269,anonymous,EN,1,,1,0,0,338.266,0,0,0,3.007,0,45,0,0,0.458,0,0,0,22.16,0,1,4,772,288,Region #2,14,3,0,0,8.44,0,0,0,11.09,0,0,0,25.02,0,2,3.896,3.896,16.43,1,,2,6,6,no comments,,,,,,,,,,,,,,,,,,,,,,,,,test which activity bias exists,2,its usually bots,2,"again its usually bots, easier to run your survey",1,,no comments,30,1,,7,6,1,1,6392NwKkvp,Study2_MoHiPilot2,,14,R_3LciHgFHMSgujYn,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hello. It was hard to estimate with so little time, so I just guessed.
<br>Player4-Republican: I felt like the small bubbles would be much more than I estimated it, how did you approach it?
<br>Player1-Democrat: I am an underestimater for this task - I found it hard to visualize with so little time
<br>Player3-Democrat: I was an underestimator as well, there was a lot of dots
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:06:54,2023-07-31 16:21:18,0,73.204.10.121,100,863,1,2023-07-31 16:21:19,R_20UxJCpZv6tnl5C,,,,,26.0476,-80.1447,anonymous,EN,1,,1,102.323,103.987,313.931,3,1.082,1.082,3.005,1,131,0,0,41.361,0,1.06,54.944,56.573,3,1,4,720,260,Region #2,16,3,15.948,15.948,16.741,1,2.784,10.925,12.349,3,0.862,0.862,25.006,1,,,,,,,,,,,,,,,2,4,9,n/a,,,,,,,,,7.606,12.601,45.007,2,,,,,I believe it was to see how people of different demographic groups would act when given the ability to choose.,1,,1,,1,,Thank you for having me.,27,1,,7,6,1,1,6392NwKkvp,Study2_MoHiPilot2,,14,R_20UxJCpZv6tnl5C,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hello. It was hard to estimate with so little time, so I just guessed.
<br>Player4-Republican: I felt like the small bubbles would be much more than I estimated it, how did you approach it?
<br>Player1-Democrat: I am an underestimater for this task - I found it hard to visualize with so little time
<br>Player3-Democrat: I was an underestimator as well, there was a lot of dots
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:11:44,2023-07-31 16:21:37,0,97.87.61.4,100,592,1,2023-07-31 16:21:37,R_2fHgywxXEEF2WaB,,,,,43.0725,-89.4491,anonymous,EN,1,,1,0,0,16.192,0,0,0,3.011,0,100,0,0,39.517,0,12.983,15.432,22.502,2,1,4,576,351,Region #2,15,3,0,0,7.919,0,0,0,11.105,0,0,0,25.111,0,,,,,,,,,,,,,,,1,3,9,No,,,,,,,,,0,0,45.108,0,,,,,Not exactly sure but perhaps what decisions we would make when exposed to the games and the other people in the group.,1,,1,,1,,"Fun study, thanks!",25,2,,2,2,1,1,6392NwKkvp,Study2_MoHiPilot2,,14,R_2fHgywxXEEF2WaB,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hello. It was hard to estimate with so little time, so I just guessed.
<br>Player4-Republican: I felt like the small bubbles would be much more than I estimated it, how did you approach it?
<br>Player1-Democrat: I am an underestimater for this task - I found it hard to visualize with so little time
<br>Player3-Democrat: I was an underestimator as well, there was a lot of dots
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-07-31 16:22:01,2023-07-31 16:23:40,0,35.144.16.134,100,99,1,2023-07-31 16:23:41,R_1puqoGMee4YlVDk,,,,,38.7987,-90.5034,anonymous,EN,1,,1,25.244,72.986,87.123,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,17,R_1puqoGMee4YlVDk,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:15:36,2023-07-31 16:23:46,0,172.56.90.46,100,490,1,2023-07-31 16:23:47,R_3QJdoOZCdJ4kiai,,,,,30.2627,-97.7467,anonymous,EN,1,,1,354.043,378.262,382.947,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,17,R_3QJdoOZCdJ4kiai,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:25:11,2023-07-31 16:31:21,0,172.58.144.106,100,369,1,2023-07-31 16:31:21,R_1dsQM9T3KlagGQ4,,,,,36.1671,-86.7861,anonymous,EN,1,,1,0,0,351.038,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,18,R_1dsQM9T3KlagGQ4,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:22:35,2023-07-31 16:31:28,0,174.174.186.161,100,532,1,2023-07-31 16:31:29,R_1rp75gccfyJN1tQ,,,,,43.1963,-86.2717,anonymous,EN,1,,1,0,0,214.895,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,18,R_1rp75gccfyJN1tQ,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:36:52,2023-07-31 16:37:57,0,174.29.65.240,100,64,1,2023-07-31 16:37:57,R_1dhSf1NpQAdAohP,,,,,39.6796,-104.9626,anonymous,EN,1,,1,0,0,30.567,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,19,R_1dhSf1NpQAdAohP,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:30:50,2023-07-31 16:38:22,0,75.139.200.211,100,451,1,2023-07-31 16:38:22,R_2v1cmOwvfwMIN3r,,,,,42.3394,-122.8475,anonymous,EN,1,,1,0,0,396.22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,19,R_2v1cmOwvfwMIN3r,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:34:05,2023-07-31 16:38:40,0,66.190.168.178,100,274,1,2023-07-31 16:38:40,R_1K3jqRdR1Qzez32,,,,,34.5776,-84.9404,anonymous,EN,1,,1,0,0,210.562,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,19,R_1K3jqRdR1Qzez32,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:40:42,2023-07-31 16:44:48,0,71.68.132.150,100,245,1,2023-07-31 16:44:48,R_1N9T4mOrUtiLCYA,,,,,33.9875,-81.0025,anonymous,EN,1,,1,18.429,24.412,152.464,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,20,R_1N9T4mOrUtiLCYA,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:41:13,2023-07-31 16:47:32,0,173.24.20.211,100,378,1,2023-07-31 16:47:33,R_1li6lwqbRPB5Rzn,,,,,42.0405,-92.9127,anonymous,EN,1,,1,0,0,350.102,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,21,R_1li6lwqbRPB5Rzn,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
2023-07-31 16:50:35,2023-07-31 16:56:17,0,162.83.165.15,100,341,1,2023-07-31 16:56:17,R_2722iun8gACLe6j,,,,,40.6221,-73.981,anonymous,EN,1,,1,0,0,331.04,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot2,,22,R_2722iun8gACLe6j,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,,no,yes,,,,,,,,,,,,,,
