StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q138,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q140_First Click,Q140_Last Click,Q140_Page Submit,Q140_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-06-07 15:54:55,2023-06-07 16:05:10,0,72.189.135.105,100,615,1,2023-06-07 16:05:11,R_1gjthQWyDLEcTkZ,,,,,28.5274,-81.6012,anonymous,EN,1,571cea664ca277001153c045,1,1,0,0,80.015,0,0,0,3.115,0,130,0,0,27.243,0,5.076,16.236,34.789,4,1,4,791,353,Region #2,17,3,0,0,9.035,0,3.798,11.743,13.071,3,0,0,25.186,0,1,0.961,2.14,25.823,3,1,1,2,9,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,To see which task we would prefer to do?,1,,1,,1,,,39,1,,7,4,1,1,6392NwKkvp,Study1_MoHi10,,127,R_1gjthQWyDLEcTkZ,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: There was no way to count all those dots! 
<br>Player3-Overestimator: I just tried to count a row and multiply it
<br>Player1-Overestimator: I wish the number of actual dots was given to us
<br>Player3-Overestimator: Guess I went too high
<br>Player4-Underestimator: it was hard for me to count them as well
<br>Player3-Overestimator: I wish that as well, I'm curious to know
<br>Player2-Underestimator: I didn't want to guess too high
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:55:56,2023-06-07 16:06:12,0,98.114.138.209,100,616,1,2023-06-07 16:06:13,R_31mFOHBlS3kajZ5,,,,,40.185,-75.0041,anonymous,EN,1,60fdf439667428ddf589f80f,1,1,0,0,6.75,0,0,0,3.014,0,109,0,0,54.261,0,0,0,21.276,0,1,4,399,226,Region #1,15,3,10.7,10.7,11.232,1,0,0,23.128,0,14.326,16.435,25.009,3,,,,,,,,,,,,,,,0,0,13.091,0,1,3,2,,,,,,0,0,15.106,0,,,,,,,,,I'm not sure,2,"There were too many factors for it to be real participants. For example, there was no guarantee that another person would be taking the experiment at the same time as me.",2,It would be hard to put in a screen recording in real time.,1,,,18,1,,7,2,,1,6392NwKkvp,Study1_MoHi10,,127,R_31mFOHBlS3kajZ5,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: There was no way to count all those dots! 
<br>Player3-Overestimator: I just tried to count a row and multiply it
<br>Player1-Overestimator: I wish the number of actual dots was given to us
<br>Player3-Overestimator: Guess I went too high
<br>Player4-Underestimator: it was hard for me to count them as well
<br>Player3-Overestimator: I wish that as well, I'm curious to know
<br>Player2-Underestimator: I didn't want to guess too high
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:54:28,2023-06-07 16:06:31,0,76.166.198.45,100,722,1,2023-06-07 16:06:31,R_2bZA54YJIIOSC4i,,,,,34.1082,-118.1569,anonymous,EN,1,5fbe03df1a17c0034aee7bb8,1,1,0,0,46.316,0,0,0,3.011,0,300,0,0,14.424,0,3.584,5.979,22.201,2,4,3,767,285,Region #2,14,3,0,0,8.497,0,14.779,14.779,16.028,1,0,0,25.01,0,,,,,,,,,,,,,,,0,0,3.591,0,3,4,7,,,,,,,,,,,,,,0,0,15.023,0,It was to meet new people.,1,,1,,1,,,25,2,,3,6,1,1,6392NwKkvp,Study1_MoHi10,,128,R_2bZA54YJIIOSC4i,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player3-Overestimator: Hi, you like dots?
<br>Player4-Underestimator: It was not difficult at all
<br>Player1-Overestimator: did anyone use strategies to estimate?
<br>Player1-Overestimator: what were your guesses?
<br>Player4-Underestimator: no, i just tried to count fast
<br>Player3-Overestimator: I counted the large then estimated.
<br>Player2-Underestimator: I got underesti,ator and I usually overestimate
<br>Player3-Overestimator: Have a good day!
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:56:02,2023-06-07 16:07:17,0,71.221.128.102,100,674,1,2023-06-07 16:07:17,R_XHrbdARPCrnPTOh,,,,,31.7585,-95.6564,anonymous,EN,1,6237de9b86943b2c0aa752aa,1,1,0,0,82.638,0,0,0,3.006,0,65,0,0,19.892,0,0,0,22.857,0,1,4,568,350,Region #2,15,3,0,0,9.723,0,0,0,11.188,0,0,0,25.008,0,,,,,,,,,,,,,,,0,0,17.905,0,1,4,10,Seems good.,,,,,0,0,15.01,0,,,,,,,,,To see that others choose the same way you would.,2,"Questions seemed ingenous. ",1,,1,,Have a nice day.,36,1,,7,4,1,1,6392NwKkvp,Study1_MoHi10,,128,R_XHrbdARPCrnPTOh,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player3-Overestimator: Hi, you like dots?
<br>Player4-Underestimator: It was not difficult at all
<br>Player1-Overestimator: did anyone use strategies to estimate?
<br>Player1-Overestimator: what were your guesses?
<br>Player4-Underestimator: no, i just tried to count fast
<br>Player3-Overestimator: I counted the large then estimated.
<br>Player2-Underestimator: I got underesti,ator and I usually overestimate
<br>Player3-Overestimator: Have a good day!
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:52:46,2023-06-07 16:07:38,0,50.5.179.103,100,892,1,2023-06-07 16:07:39,R_5ulETIFWKEuEPLP,,,,,39.0697,-84.2916,anonymous,EN,1,5d9be99fdacf6100182bf254,1,1,0,0,125.133,0,0,0,3.007,0,30,0,0,14.483,0,0,0,23.062,0,1,3,,,,18,3,0,0,17.544,0,0,0,23.275,0,0,0,25.105,0,,,,,,,,,,,0,0,15.008,0,0,0,13.177,0,1,7,5,"this sounds interesting. ",,,,,,,,,,,,,,,,,"to test you about tasks and give examples of such tasks. ",1,,1,,1,,,28,1,,7,7,1,1,6392NwKkvp,Study1_MoHi10,,127,R_5ulETIFWKEuEPLP,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player3-Overestimator: There was no way to count all those dots! 
<br>Player3-Overestimator: I just tried to count a row and multiply it
<br>Player1-Overestimator: I wish the number of actual dots was given to us
<br>Player3-Overestimator: Guess I went too high
<br>Player4-Underestimator: it was hard for me to count them as well
<br>Player3-Overestimator: I wish that as well, I'm curious to know
<br>Player2-Underestimator: I didn't want to guess too high
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:56:22,2023-06-07 16:09:13,0,68.52.131.156,100,770,1,2023-06-07 16:09:13,R_3JhfcNWuNfF6jvp,,,,,37.0368,-88.5934,anonymous,EN,1,5d506e6d4040a40016bb186a,1,1,0,0,9.346,0,0,0,3.018,0,50,0,0,0.546,0,0,0,22.938,0,1,3,773,285,Region #2,15,3,0,0,10.813,0,0,0,16.158,0,0,0,25.114,0,,,,,,,,,,,,,,,0,0,8.787,0,2,4,10,no,,,,,,,,,0,0,15.008,0,,,,,no clue,2,no reason,2,it's a survey,1,,no,69,1,,7,2,1,1,6392NwKkvp,Study1_MoHi10,,128,R_3JhfcNWuNfF6jvp,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player3-Overestimator: Hi, you like dots?
<br>Player4-Underestimator: It was not difficult at all
<br>Player1-Overestimator: did anyone use strategies to estimate?
<br>Player1-Overestimator: what were your guesses?
<br>Player4-Underestimator: no, i just tried to count fast
<br>Player3-Overestimator: I counted the large then estimated.
<br>Player2-Underestimator: I got underesti,ator and I usually overestimate
<br>Player3-Overestimator: Have a good day!
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:49:30,2023-06-07 16:09:40,0,32.214.245.213,100,1209,1,2023-06-07 16:09:41,R_1FtBAfaamtQJ6WS,,,,,41.5481,-73.0012,anonymous,EN,1,637d69bd2bc2aeda148b4d83,1,1,0,0,43.838,0,0,0,3.13,0,250,0,0,0.489,0,0,0,26.947,0,1,4,114,348,Region #1,14,3,0,0,19.473,0,0,0,18.227,0,0,0,25.116,0,,,,,,,,,,,0,0,15.034,0,0,0,10.353,0,2,6,8,n/a,,,,,,,,,,,,,,,,,Assigning tasks blindly to participants.,1,,1,,1,,n/a,60,2,,3,3,1,1,6392NwKkvp,Study1_MoHi10,,125,R_1FtBAfaamtQJ6WS,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player1-Overestimator: Hi
<br>Player2-Underestimator: Hey everyone.
<br>Player1-Overestimator: How may dots did everyone predict
<br>Player3-Overestimator: hi. I think it was hard because of how little time I had tolook at the dots.
<br>Player3-Overestimator: 56
<br>Player2-Underestimator: I predicted 70.  It was difficult.
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:57:54,2023-06-07 16:09:45,0,69.120.156.166,100,711,1,2023-06-07 16:09:46,R_2b3qQzqPKVtinox,,,,,40.7424,-74.0325,anonymous,EN,1,5e387f2c0d70ef099d5e5a4f,1,1,0,0,25.755,0,0,0,3.112,0,100,0,0,176.266,0,0,0,21.711,0,1,4,619,157,Region #2,14,3,0,0,10.387,0,11.972,11.972,12.843,1,0,0,25.113,0,2,12.862,12.862,17.801,1,,2,7,9,No thank you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To see how fairly people behave when given the opportunity to take an easier task for themselves, give it to someone else, or abstain from making the choice via randomization?",1,,2,I did not witness a choice - I was the one making the choice.,1,,No thank you,32,1,,7,1,1,1,6392NwKkvp,Study1_MoHi10,,129,R_2b3qQzqPKVtinox,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player3-Overestimator: It was definitely hard to estimate the dots in the time given; I am not surprised I overestimated
<br>Player2-Underestimator: Yea it was hard to tell
<br>Player1-Overestimator: It was
<br>Player3-Overestimator: I tried to count a small area and multiple by the percentage of the square I thought I covered, but the different sizes of dots made it impossible
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:51:23,2023-06-07 16:09:49,0,68.228.135.253,100,1106,1,2023-06-07 16:09:49,R_1EWLP15y9jXlutE,,,,,36.8282,-76.0237,anonymous,EN,1,609b22b07a8af60592fbe464,1,1,0.794,0.794,98.702,1,0,0,3.017,0,125,1.819,132.608,183.399,3,1.193,1.193,21.108,1,1,1,770,283,Region #2,14,3,2.239,4.037,7.788,2,0.742,0.742,12.054,1,0,0,25.015,0,,,,,,,,,,,0,0,15.119,0,2.36,2.36,2.866,1,3,4,10,"At this point, I'm unsure whether I'm interacting with other participants, or instead with AI or pre-recorded data",,,,,,,,,,,,,,,,,To test how someone reacted when given an unfavorable task while being told it was due to real interactions by someone else,2,"I was the first one to send a message, and I sent it with less than 10 seconds on the 40-second clock. The next message responded to me instantly, faster that a human could have typed a response that referred to the context on my answer.",2,"The mouse movement and scrolling felt real enough, but after being told the video would take 25-30 seconds to process, it appeared instantly. I felt that it could have been a pre-recorded video of a real interaction that was being played back to me as part of the experiment.",1,,,26,1,,"4,7",1,1,1,6392NwKkvp,Study1_MoHi10,,126,R_1EWLP15y9jXlutE,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: It was really tough for me to guess how many dots there were, given that they were different sizes
<br>Player3-Overestimator: Yeah. I was expecting more uniform dots too.
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 15:52:18,2023-06-07 16:12:24,0,184.18.58.227,100,1206,1,2023-06-07 16:12:24,R_1LO3bDOML2pq5Fq,,,,,41.107,-85.0663,anonymous,EN,1,5f3c23cbcee6b3a3c4faff76,1,1,0,0,24.459,0,0,0,3.121,0,50,0,0,174.51,0,0,0,25.08,0,1,4,231,73,Region #1,14,3,0,0,11.305,0,0,0,42.053,0,0,0,25.022,0,,,,,,,,,,,,,,,0,0,4.922,0,1,3,9,"It's kind of a dumb idea. It should just be done randomly from the start. That's the way that makes most sense, and the fairest.",,,,,0,0,15.123,0,,,,,,,,,I'm not sure. I think maybe it's all about fairness and how people judge it.,1,,2,"First off, I've been on the fence since the start as to whether the other people were real or not (even though I responded yes to the previous question). But I think whether they are or not, I think the recording was definitely made beforehand to see people's opinions on the random option vs. the chosen participant assigning things themself.",1,,,16,2,,7,1,1,1,6392NwKkvp,Study1_MoHi10,,126,R_1LO3bDOML2pq5Fq,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player1-Overestimator: It was really tough for me to guess how many dots there were, given that they were different sizes
<br>Player3-Overestimator: Yeah. I was expecting more uniform dots too.
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 16:02:24,2023-06-07 16:13:18,0,98.127.250.37,100,653,1,2023-06-07 16:13:19,R_3jVZpU17GssFNZR,,,,,45.6714,-111.0436,anonymous,EN,1,6282a9b9015ed5c3dbf566b3,1,1,0,0,99.182,0,0,0,3.012,0,30,0,0,44.586,0,0,0,23.596,0,5,4,779,292,Region #2,14,3,0,0,7.715,0,0,0,11.803,0,0,0,25.012,0,,,,,,,,,,,,,,,0,0,5.529,0,1,3,10,,,,,,0,0,15.115,0,,,,,,,,,To see if other people would choose to give easy tasks to themselves,1,,1,,1,,,12,3,,7,1,1,1,6392NwKkvp,Study1_MoHi10,,131,R_3jVZpU17GssFNZR,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: hello
<br>Player3-Overestimator: Hello fellow overestimators
<br>Player2-Underestimator: Hello
<br>Player4-Underestimator: lol how are you guys today
<br>Player3-Overestimator: I wonder how many dots there were
<br>Player2-Underestimator: me too
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 16:00:18,2023-06-07 16:14:10,0,149.75.157.89,100,832,1,2023-06-07 16:14:11,R_RyHCF5znpZJNcg9,,,,,42.0487,-87.8905,anonymous,EN,1,63d2d90dab88cd046129d697,1,1,0,0,131.202,0,0,0,3.009,0,40,0,0,111.646,0,0,0,31.046,0,1,2,630,68,Region #2,17,3,0,0,7.989,0,0,0,12.448,0,7.168,9.888,26.995,7,,,,,,,,,,,,,,,0,0,0.924,0,3,3,8,,,,,,,,,,0,0,16.469,0,,,,,not sure,2,,1,,1,,no,14,1,,7,3,1,1,6392NwKkvp,Study1_MoHi10,,130,R_RyHCF5znpZJNcg9,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: Hello
<br>Player4-Underestimator: Hi
<br>Player1-Overestimator: How many dots did you guess?
<br>Player3-Overestimator: Hi, how is everyone?
<br>Player4-Underestimator: I guessed 60
<br>Player1-Overestimator: I guessed 50
<br> *** Player4-Underestimator has left the chat ***
<br>Player3-Overestimator: 500
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player2-Underestimator: 40
<br>Player2-Underestimator: how bout yall
<br>Player2-Underestimator: bye
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 16:01:29,2023-06-07 16:14:32,0,104.128.161.165,100,782,1,2023-06-07 16:14:32,R_3HRLKGN4xZGEtWT,,,,,35.0614,-85.2478,anonymous,EN,1,5c91c693765dad0016f8495c,1,1,0,0,388.161,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study1_MoHi10,,133,R_3HRLKGN4xZGEtWT,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-07 16:03:39,2023-06-07 16:14:37,0,70.173.101.181,100,658,1,2023-06-07 16:14:38,R_AAHX4KQwI0GTEZP,,,,,36.1213,-115.1406,anonymous,EN,1,58ae45f35e63bf00013b530e,1,1,23.33,23.33,25.289,1,0,0,3.114,0,50,0,0,48.156,0,0,0,21.339,0,1,4,653,87,Region #2,15,3,0,0,6.698,0,0,0,24.723,0,0,0,25.006,0,,,,,,,,,,,,,,,0,0,10.668,0,1,4,10,no,,,,,,,,,,,,,0,0,15.108,0,not sure,2,just a feeling. it didnt feel real.,2,because they scrolled so slowly.,1,,,21,2,,"2,7",1,1,1,6392NwKkvp,Study1_MoHi10,,131,R_AAHX4KQwI0GTEZP,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player4-Underestimator: hello
<br>Player3-Overestimator: Hello fellow overestimators
<br>Player2-Underestimator: Hello
<br>Player4-Underestimator: lol how are you guys today
<br>Player3-Overestimator: I wonder how many dots there were
<br>Player2-Underestimator: me too
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
2023-06-07 16:00:52,2023-06-07 16:14:52,0,66.190.25.79,100,839,1,2023-06-07 16:14:53,R_WdmnEeEFl4t9Dpf,,,,,43.8013,-91.2134,anonymous,EN,1,63d1675dd45a712940482533,1,1,0,0,9.053,0,0,0,3.025,0,50,0,0,129.564,0,12.374,12.374,23.451,1,1,4,579,350,Region #2,14,3,0,0,11.508,0,0,0,14.638,0,0,0,25.022,0,,,,,,,,,,,,,,,0,0,7.008,0,2,3,9,,,,,,,,,,,,,,0,0,15.023,0,To see if people are likely to assign themselves to tasks that seem easier.,1,,1,,1,,,17,2,,7,1,1,1,6392NwKkvp,Study1_MoHi10,,130,R_WdmnEeEFl4t9Dpf,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: Hello
<br>Player4-Underestimator: Hi
<br>Player1-Overestimator: How many dots did you guess?
<br>Player3-Overestimator: Hi, how is everyone?
<br>Player4-Underestimator: I guessed 60
<br>Player1-Overestimator: I guessed 50
<br> *** Player4-Underestimator has left the chat ***
<br>Player3-Overestimator: 500
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
