StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q167_First Click,Q167_Last Click,Q167_Page Submit,Q167_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q172_First Click,Q172_Last Click,Q172_Page Submit,Q172_Click Count,Q177_First Click,Q177_Last Click,Q177_Page Submit,Q177_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
2023-06-21 12:52:23,2023-06-21 12:56:39,IP Address,68.228.153.94,100,255,True,2023-06-21 12:56:40,R_12RO11E90tvl5rr,,,,,41.7041,-72.679,anonymous,EN,I consent to the study.,5671927473f58b000d664293,"Yes, I understand.",0,0,219.427,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,41,R_12RO11E90tvl5rr,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:49:10,2023-06-21 12:57:13,IP Address,136.37.19.43,100,483,True,2023-06-21 12:57:13,R_3Di4QC1i6Qo0dlv,,,,,39.0537,-94.5906,anonymous,EN,I consent to the study.,57a08ec3dcff7d0001c7ce99,"Yes, I understand.",0,0,414.315,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,40,R_3Di4QC1i6Qo0dlv,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:45:38,2023-06-21 12:58:01,IP Address,139.55.112.96,100,742,True,2023-06-21 12:58:01,R_2dmwEA1S63U2RGD,,,,,37.1027,-84.5432,anonymous,EN,I consent to the study.,5de32329b5bed7350391666c,"Yes, I understand.",0,0,211.558,0,0,0,3.108,0,76,0,0,0.507,0,0,0,22.539,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,157,156,Region #1,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,6.733,0,0,0,12.262,0,0,0,25.189,0,Randomization,2.594,6.137,15.901,2,,Yes,Extremely Fairly,10,none,,,,,,,,,,,,,,,,,,,,,,,,,I'm honestly not sure,Yes,,Yes,,On a desktop or laptop computer,,none,32,Man,,White,Very Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,20,R_2dmwEA1S63U2RGD,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: Hi
<br>Player1-Democrat: sup
<br>Player3-Democrat: how are you guys!
<br>Player4-Republican: Okay I am an under how about you guys
<br>Player2-Republican: Hey there!
<br>Player4-Republican: I am doing well 
<br>Player3-Democrat: I'm over
<br>Player1-Democrat: under
<br>Player2-Republican: Over
<br>Player4-Republican: I guess I should have added 20 to my number
<br>Player4-Republican: Hope you guys have a great day
<br>Player2-Republican: You too
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:49:10,2023-06-21 12:58:26,IP Address,169.239.205.126,100,556,True,2023-06-21 12:58:26,R_ZvCt5SSJlCpGqfT,,,,,37.751,-97.822,anonymous,EN,I consent to the study.,605fe9680cac2ea943d411ec,"Yes, I understand.",0,0,441.714,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,44,R_ZvCt5SSJlCpGqfT,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:47:29,2023-06-21 12:58:40,IP Address,73.41.149.250,100,670,True,2023-06-21 12:58:40,R_2uOPijMM9ln93g3,,,,,39.2079,-120.999,anonymous,EN,I consent to the study.,6318be45a49442eee3a88cb3,"Yes, I understand.",0,0,7.279,0,0,0,3.018,0,67,0,0,49.034,0,0,0,21.654,0,IM_3KUo7iTc8Zjnk46,expands the boundaries of our knowledge of medicine.,687,84,Region #2,Slightly Agree,"Somewhat 
Disagree
3
",0,0,11.209,0,0,0,13.44,0,0,0,25.01,0,,,,,,,,,,,,,,,Yes,Neither Fairly or Unfairly,10,No other feedback,,,,,,,,,,,,,0,0,45.007,0,No idea,Yes,,Yes,,On a desktop or laptop computer,,,68,Woman,,White,Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,20,R_2uOPijMM9ln93g3,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player4-Republican: Hi
<br>Player1-Democrat: sup
<br>Player3-Democrat: how are you guys!
<br>Player4-Republican: Okay I am an under how about you guys
<br>Player2-Republican: Hey there!
<br>Player4-Republican: I am doing well 
<br>Player3-Democrat: I'm over
<br>Player1-Democrat: under
<br>Player2-Republican: Over
<br>Player4-Republican: I guess I should have added 20 to my number
<br>Player4-Republican: Hope you guys have a great day
<br>Player2-Republican: You too
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:44:42,2023-06-21 12:58:53,IP Address,96.232.202.55,100,850,True,2023-06-21 12:58:53,R_1H6SZuHYV3Q4l3B,,,,,40.726,-73.848,anonymous,EN,I consent to the study.,6012e262527c380ccb2a6c74,"Yes, I understand.",0,0,6.929,0,0,0,3.011,0,40,26.532,26.532,41.009,1,0,0,26.745,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,845,238,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,8.806,0,0,0,11.3,0,0,0,26.612,0,,,,,,,,,,,,,,,No,Unfairly,10,It don't seem fair.,0,0,45.011,0,,,,,,,,,,,,,Politic side and who they assigned it to.,Yes,,Yes,,On a desktop or laptop computer,,Tried my best.,28,Man,,White,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,21,R_1H6SZuHYV3Q4l3B,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: hard estimate I went under
<br>Player4-Republican: That was a lot of dots
<br>Player2-Republican: different sizes
<br>Player3-Democrat: Overestimated mine
<br>Player1-Democrat: The dots was in different sixes
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:48:14,2023-06-21 13:01:45,IP Address,67.140.3.223,100,810,True,2023-06-21 13:01:45,R_AbLS3tM3FJwkdZ7,,,,,37.1531,-84.0986,anonymous,EN,I consent to the study.,6390a0e1aa5654301da0c865,"Yes, I understand.",0,0,134.411,0,0,0,3.112,0,200,0,0,0.473,0,0,0,29.568,0,IM_5toOL1bqX2AWd8i,has any value apart from its role in providing new technologies to save lives.,870,52,Region #2,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,16.099,0,0,0,77.508,0,0,0,25.016,0,,,,,,,,,,,0,0,15.01,0,Yes,Fairly,10,,,,,,,,,,,,,,,,,,making decisions,Yes,,Yes,,On a desktop or laptop computer,,I enjoyed this study !,55,Woman,,White,Very Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,21,R_AbLS3tM3FJwkdZ7,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: hard estimate I went under
<br>Player4-Republican: That was a lot of dots
<br>Player2-Republican: different sizes
<br>Player3-Democrat: Overestimated mine
<br>Player1-Democrat: The dots was in different sixes
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:46:27,2023-06-21 13:02:55,IP Address,67.190.222.39,100,987,True,2023-06-21 13:02:55,R_1Lvv4z9eKvir7zV,,,,,29.6669,-81.6579,anonymous,EN,I consent to the study.,63666870f348d4acea8964a9,"Yes, I understand.",138.959,209.815,249.049,2,0,0,3.008,0,65,7.21,7.21,24.762,1,12.066,12.066,24.431,1,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,,,,Slightly Agree,"Agree
6
",5.466,5.466,7.067,1,10.051,15.083,15.385,2,0,0,25.011,0,Randomization,4.019,4.019,23.994,1,,Maybe,Fairly,8,,,,,,,,,,,,,,,,,,,,,,,,,,Investigating how people make some life choices,Yes,,Yes,,On a desktop or laptop computer,,"I may have failed an attention check but the truth is I saw it and there is this problem I have with my touch pad that sometimes shift a little when you click on something and it happened in this case when I clicked on the S disagree, it happened really fast and by the time I realized I had already clicked on the next button",63,Man,,White,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,21,R_1Lvv4z9eKvir7zV,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: hard estimate I went under
<br>Player4-Republican: That was a lot of dots
<br>Player2-Republican: different sizes
<br>Player3-Democrat: Overestimated mine
<br>Player1-Democrat: The dots was in different sixes
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:54:12,2023-06-21 13:03:30,IP Address,207.172.99.66,100,558,True,2023-06-21 13:03:31,R_20UqBPB4iKtjAly,,,,,40.6568,-75.3912,anonymous,EN,I consent to the study.,5c6d7db58f6257000148f61d,"Yes, I understand.",0,0,48.74,0,0,0,3.125,0,185,0,0,11.206,0,0,0,23.131,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,862,228,Region #2,Agree,"Somewhat 
Disagree
3
",0,0,9.964,0,0,0,15.542,0,0,0,25.017,0,,,,,,,,,,,,,,,Yes,Extremely Unfairly,0,no,,,,,,,,,,,,,0,0,45.112,0,"When someone gets to assign tasks they will choose the easier one for themselves ",Yes,,Yes,,On a desktop or laptop computer,,no thank you,31,Man,,White,Very Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,34,R_20UqBPB4iKtjAly,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Hello, I am an Overestimator!!! I rule the world!! lol
<br>Player1-Democrat: I felt like it was somewhat difficult to estimate, given the short amount of time.
<br>Player4-Republican: My guess was 185 I guess I overestimated
<br>Player1-Democrat: I guessed 160
<br>Player2-Republican: I said 42 and it was over
<br>Player4-Republican: Yes it was not easy to guess
<br>Player1-Democrat: 42 was over? There's no way.
<br>Player4-Republican: lol
<br>Player2-Republican: you 2 are SUPER overestimators lol
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:48:25,2023-06-21 13:03:44,IP Address,162.206.218.181,100,919,True,2023-06-21 13:03:45,R_1jdLs6AQJe5rGEl,,,,,38.4044,-85.7878,anonymous,EN,I consent to the study.,60ba2ffd080107de026041d3,"Yes, I understand.",391.133,401.024,402.743,2,0,0,3.006,0,160,7.577,7.577,16.455,1,0,0,24.253,0,IM_40ED2VBvFPVw7JQ,has any value apart from its role in providing new technologies to save lives.,721,259,Region #2,Slightly Agree,"Somewhat 
Disagree
3
",0,0,18.821,0,0,0,14.768,0,0,0,25.107,0,,,,,,,,,,,,,,,Yes,Unfairly,7,No,,,,,0,0,45.032,0,,,,,,,,,No clue,No,They just seemed robotic.,No,Just based on the people in the chat not seeming real.,On a desktop or laptop computer,,Nope,32,Man,,White,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,34,R_1jdLs6AQJe5rGEl,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player1-Democrat,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Hello, I am an Overestimator!!! I rule the world!! lol
<br>Player1-Democrat: I felt like it was somewhat difficult to estimate, given the short amount of time.
<br>Player4-Republican: My guess was 185 I guess I overestimated
<br>Player1-Democrat: I guessed 160
<br>Player2-Republican: I said 42 and it was over
<br>Player4-Republican: Yes it was not easy to guess
<br>Player1-Democrat: 42 was over? There's no way.
<br>Player4-Republican: lol
<br>Player2-Republican: you 2 are SUPER overestimators lol
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:57:08,2023-06-21 13:03:59,IP Address,104.238.254.220,100,411,True,2023-06-21 13:04:00,R_saMcx6xeNVtdiYF,,,,,33.5112,-111.9078,anonymous,EN,I consent to the study.,5e2926d80beb030ede110e67,"Yes, I understand.",0,0,8.714,0,1.205,1.205,3.008,1,50,0,0,27.585,0,4.064,11.113,22.174,3,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,773,295,Region #2,Slightly Disagree,"Somewhat 
Disagree
3
",3.616,3.616,6.875,1,0.969,10.632,11.288,5,0,0,25.009,0,I will choose,1.079,14.098,15.902,5,The Green Task,Maybe,Somewhat Fairly,9,"I feel like the study looped. I took the first part twice. ",,,,,,,,,,,,,,,,,,,,,,,,,"To test my patience to see if I'd do it twice and to see if I'd choose the easier task for myself. ",Yes,,Not Applicable (I was selected to choose tasks),,On a desktop or laptop computer,,,50,Woman,,White,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,42,R_saMcx6xeNVtdiYF,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player2-Republican: I already did this. The survey is looping, I guess?
<br>Player3-Democrat: hi, it was definitely hard to estimate the number of dots.
<br>Player3-Democrat: they were different sizes.
<br>Player4-Republican: Yeah, I guessed around 40
<br>Player3-Democrat: I'm not sure. First time I do this.
<br>Player3-Democrat: I guessed 100.
<br>Player2-Republican: I guessed 75 the first time. 50 the second time. Both overestimations.
<br>Player3-Democrat: Oh. I underestimated.
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-21 13:03:32,2023-06-21 13:04:45,IP Address,75.23.204.30,100,72,True,2023-06-21 13:04:45,R_2Tu5SPqv3fkUwDn,,,,,39.9587,-82.9987,anonymous,EN,I consent to the study.,606e3ddf19540080228e3a0c,"Yes, I understand.",0,0,37.506,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,46,R_2Tu5SPqv3fkUwDn,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player3-Democrat,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:58:13,2023-06-21 13:04:45,IP Address,64.33.116.198,100,392,True,2023-06-21 13:04:46,R_2e89YuhYCyJwhDi,,,,,46.8298,-100.9111,anonymous,EN,I consent to the study.,607f7f18d84d010ea2cd8664,"Yes, I understand.",0,0,355.217,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6392NwKkvp,Study2_MoHiPilot1,,46,R_2e89YuhYCyJwhDi,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,No available participant -- Survey terminated,300,,no,yes,,,,,,,,,,,,,,
2023-06-21 12:54:25,2023-06-21 13:04:47,IP Address,172.59.120.65,100,621,True,2023-06-21 13:04:47,R_3nVF4HWiWXFcOaa,,,,,35.3928,-97.5548,anonymous,EN,I consent to the study.,60a5717cc2ad303816870f66,"Yes, I understand.",0,0,8.633,0,0,0,3.016,0,42,0,0,14.802,0,7.54,7.54,23.9,1,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,792,353,Region #2,Slightly Agree,"Somewhat 
Disagree
3
",0,0,9.349,0,4.37,4.37,14.845,1,0,0,25.108,0,,,,,,,,,,,0,0,15.007,0,Maybe,Neither Fairly or Unfairly,9,Nope,,,,,,,,,,,,,,,,,No idea honestly,Yes,,No,You just wanted to see if I thought everyone would choose green tasks for themselves because they were less than half as long in time as the red tasks.,On a desktop or laptop computer,,"Nope, just thanks for the study!",53,Man,,White,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,34,R_3nVF4HWiWXFcOaa,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player2-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Hello, I am an Overestimator!!! I rule the world!! lol
<br>Player1-Democrat: I felt like it was somewhat difficult to estimate, given the short amount of time.
<br>Player4-Republican: My guess was 185 I guess I overestimated
<br>Player1-Democrat: I guessed 160
<br>Player2-Republican: I said 42 and it was over
<br>Player4-Republican: Yes it was not easy to guess
<br>Player1-Democrat: 42 was over? There's no way.
<br>Player4-Republican: lol
<br>Player2-Republican: you 2 are SUPER overestimators lol
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:55:59,2023-06-21 13:04:54,IP Address,174.203.41.145,100,534,True,2023-06-21 13:04:54,R_3IPRbKdZiz9TdHK,,,,,30.4509,-91.1563,anonymous,EN,I consent to the study.,56e130548b1c33000a388671,"Yes, I understand.",0,0,66.318,0,0,0,3.124,0,45,0,0,26.871,0,0,0,22.292,0,IM_3KUo7iTc8Zjnk46,should have the saving of human lives as an important goal.,599,212,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,8.131,0,0,0,11.127,0,0,0,25.12,0,,,,,,,,,,,,,,,Yes,Somewhat Unfairly,8,,,,,,,,,,0,0,45.119,0,,,,,I'd guess just a test of biases,Yes,,Yes,,On a desktop or laptop computer,,,29,Man,,White,Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,42,R_3IPRbKdZiz9TdHK,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player2-Republican: I already did this. The survey is looping, I guess?
<br>Player3-Democrat: hi, it was definitely hard to estimate the number of dots.
<br>Player3-Democrat: they were different sizes.
<br>Player4-Republican: Yeah, I guessed around 40
<br>Player3-Democrat: I'm not sure. First time I do this.
<br>Player3-Democrat: I guessed 100.
<br>Player2-Republican: I guessed 75 the first time. 50 the second time. Both overestimations.
<br>Player3-Democrat: Oh. I underestimated.
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
2023-06-21 12:44:12,2023-06-21 13:05:33,IP Address,208.123.55.23,100,1281,True,2023-06-21 13:05:34,R_1MVU8bml12l8yqp,,,,,47.0914,-94.5917,anonymous,EN,I consent to the study.,5b6142d1f5bc590001184814,"Yes, I understand.",0,0,6.8,0,0,0,3.121,0,400,214.492,618.78,629.163,2,0,0,20.902,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,695,72,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,7.032,0,0,0,11.737,0,0,0,25.119,0,,,,,,,,,,,,,,,No,Unfairly,10,"No I am hopng to just get through this study at this point. ",,,,,,,,,,,,,0,0,45.108,0,"Well, I found it odd that it said Player4-Republican would be making the choice when I am that player. So that made no sense. And the ""Democrat"" player dropped out and I waited a long time to say I could contact the researcher to get partial payment. But yet I was allowed to advance. ",Yes,,No,"Because it said ""player4-republican"" was making the choice but that wasn't true because I was that player. Then it got to the next screen and said ""player2-republican"" made their choice. So it is clear neither of us made a choice. If it had been labeled correctly at the beginning I might have believed it. ",On a desktop or laptop computer,,You can disregard the message I sent through Prolific. No additional comments :),48,Woman,,White,Conservative,,I agree with this statement,6392NwKkvp,Study2_MoHiPilot1,,14,R_1MVU8bml12l8yqp,4,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican",Player4-Republican," *** Warning: Participant Player3-Democrat timed out in stage 1. Survey terminated.",300,,no,yes,ready,participantStatus,1,1,"Player1-Democrat,Player2-Republican,Player3-Democrat,Player4-Republican","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: Not sure what to do here. Waited forever to get on.
<br>Player2-Republican: Hi there- I got a notification that the study was terminated?  Wondering why this advanced
<br>Player4-Republican: Agreed
<br>Player2-Republican: do we try to continue?
<br>Player4-Republican: I waited quite awhile and contacted the researcher. No response.
<br> *** Player4-Republican has left the chat ***
<br>",,chatLog,,,
