participantRole,condition,fairness.new.,fairness,guesstimate.new._1,feedback..new.,Q94,Q95,Q129,Q96,Q128,Q131,timeOutLog,chatLog
Player3-Democrat,3,1,4,7,NA,Views on fairness,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Hello
<br>Player2-Republican: Hi
<br>Player3-Democrat: my parents always said I underestimate myself. I guess they were right
<br>Player2-Republican: yes it was a little hard to estimate it but I overestimated 
<br>Player2-Republican: was a quick decision 
<br>Player3-Democrat: ture
<br> *** Player3-Democrat has left the chat ***
<br>"
Player4-Republican,1,NA,NA,NA,NA,Whether people have self centered or altruistic personalities,2,Because only one person said something.,4,NA,"No, thank you.",OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: I was an underestimator, how about you guys?
<br>Player4-Republican: Hello everyone! I am an underestimator, too.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>Player3-Democrat: Hi everyone. The experience wasn't very meaningful since it was just one trial and no feedback as to how many there really were. I was an overestimator apparently though.
<br>"
Player2-Republican,2,2,3,10,I just don't think the assignment with regards to the payment structure is fair.  Someone spends 20 mins and gets the same amount as the other person who only spends 8 minutes.  My time is also valuable,gauging fairness,2,I think everything lately is about bots and trying to see how real they really seem,1,NA,NA,OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Hi everyone
<br>Player1-Democrat: Hello
<br>Player3-Democrat: I underestimated at 250
<br>Player4-Republican: It was easy to estimate the number of dots even if I was low.
<br>Player2-Republican: hello
<br>Player3-Democrat: what did you estimate
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player4-Republican,3,2,4,8,NOt given enough information to be able to determine if assigning tasks was fair.,Cognitive behavior with different political beliefs.,2,The chat went way to quickly. I was typing a response and the chat ended.,2,"Nothing have seemly a ""human"" aspect to the study.",I enjoyed taking the study. It was fun.,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Hello, all
<br>Player2-Republican: so guess I am an overestimator
<br>Player1-Democrat: Hello
<br>Player2-Republican: hello
<br>Player3-Democrat: I am, too
<br>Player1-Democrat: I am also an overestimator
<br>Player3-Democrat: I would say it was hard to figure out in such a short time
<br>Player2-Republican: well quess we all think big
<br>Player1-Democrat: when looking at the dots it felt like there were any there
<br>Player1-Democrat: I agree it was difficult
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player4-Republican,4,1,3,8,It is highly likely that most participants will assign themselves the easier green tasks.,The purpose of this experiment was to determine if a subject's political affiliation would influence their views of the other participants in the study if they had opposing political views.,2,The replies in the chat/textbox seemed computer generated and appeared too quickly to be typed by a live person.,2,"It felt like the entire study was organized and presented as a real interaction, but in reality is was all computer driven.",I thought the study was interesting and I'm glad I got to participate even if I was probably the only real person in the study.,OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Hi everyone
<br>Player1-Democrat: Hello
<br>Player3-Democrat: I underestimated at 250
<br>Player4-Republican: It was easy to estimate the number of dots even if I was low.
<br>Player2-Republican: hello
<br>Player3-Democrat: what did you estimate
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player1-Democrat,1,NA,NA,NA,NA,To determine how people would assign work tasks and how it corresponds to their political preference.,1,NA,1,NA,N/A,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: I was an underestimator, how about you guys?
<br>Player4-Republican: Hello everyone! I am an underestimator, too.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>Player3-Democrat: Hi everyone. The experience wasn't very meaningful since it was just one trial and no feedback as to how many there really were. I was an overestimator apparently though.
<br>"
Player3-Democrat,3,2,4,10,NA,To observe how easily people can socialize with strangers,1,NA,1,NA,NA,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Hello!
<br>Player3-Democrat: hi guys
<br>Player1-Democrat: hello!
<br>Player4-Republican: Howdy... is this the island for broken toys (Overestimators)?
<br>Player1-Democrat: I was an underestimator for sure
<br>Player4-Republican: I guessed 46..I'm so ashamed.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player2-Republican,4,2,4,9,NA,how long a person will wait for an action,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Hello
<br>Player2-Republican: Hi
<br>Player3-Democrat: my parents always said I underestimate myself. I guess they were right
<br>Player2-Republican: yes it was a little hard to estimate it but I overestimated 
<br>Player2-Republican: was a quick decision 
<br>Player3-Democrat: ture
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player4-Republican,4,3,4,10,No,To see if people get upset with opposing political party members when choosing options they don't agree with?,1,NA,2,Because I feel like this is a controlled study.,"This was fun. In all honesty, I really was looking forward to the tasks that never materialized though.",OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: I guess 87 lol
<br>Player1-Democrat: Hello!
<br>Player3-Democrat: HI
<br>Player4-Republican: I was over
<br>Player1-Democrat: I went with 50 - I've no idea how to estimate that kind of thing
<br>Player3-Democrat: Under as well
<br>Player4-Republican: yeah that was hard
<br>Player1-Democrat: I was under - I guess that's what Democrat means here
<br> *** Player4-Republican has left the chat ***
<br>"
Player3-Democrat,2,1,6,7,NA,no idea,1,NA,1,NA,NA,*** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: hello
<br>Player2-Republican: Hello.  
<br>Player3-Democrat: hey hows it going
<br>Player1-Democrat: what happened to the last guy?
<br>Player2-Republican: all is well here
<br>Player3-Democrat: nice, good to heear, and ditto
<br> *** Player3-Democrat has left the chat ***
<br>"
Player2-Republican,2,2,3,9,No,I think the experiment is meant to test the fairness of participants when assigned a deciding role.,1,NA,1,NA,NA,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player1-Democrat: I was an underestimator, how about you guys?
<br>Player4-Republican: Hello everyone! I am an underestimator, too.
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>Player3-Democrat: Hi everyone. The experience wasn't very meaningful since it was just one trial and no feedback as to how many there really were. I was an overestimator apparently though.
<br> *** Player3-Democrat has left the chat ***
<br>Player2-Republican: I was an overestimator
<br>"
Player1-Democrat,4,1,3,8,NA,I honestly can't tell.,1,NA,1,NA,NA,*** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: hello
<br>Player2-Republican: Hello.  
<br>Player3-Democrat: hey hows it going
<br>Player1-Democrat: what happened to the last guy?
<br>Player2-Republican: all is well here
<br>Player3-Democrat: nice, good to heear, and ditto
<br> *** Player3-Democrat has left the chat ***
<br>"
Player3-Democrat,1,NA,NA,NA,NA,how individual think,2,It's AI based.,2,it's AI based.,interesting kind of survey,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player1-Democrat: hello
<br>Player4-Republican: hello
<br>Player1-Democrat: i totally overestimated on the previous task lol
<br>Player2-Republican: Heyy
<br>Player3-Democrat: Heyyy
<br>Player1-Democrat: not sure by how much though
<br>Player2-Republican: I overestimated , what about you guys
<br>Player4-Republican: i overestimated also
<br>Player2-Republican: I went with 120
<br>Player1-Democrat: i guessed 35 lol
<br>Player4-Republican: i guessed 150
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player2-Republican,3,1,5,9,I thought Player 4 did not show up so not sure what is going on??,If a person would take the easier way when they had the choice.,1,NA,1,NA,Wish I could have chatted longer with the others to determine if they were real or an AI.,*** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player1-Democrat: hello
<br>Player2-Republican: Hello.  
<br>Player3-Democrat: hey hows it going
<br>Player1-Democrat: what happened to the last guy?
<br>Player2-Republican: all is well here
<br>Player3-Democrat: nice, good to heear, and ditto
<br>"
Player4-Republican,2,1,4,10,None,Cognitive behavior,2,I e done several surveys and generally it's AI,2,AI,No,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Hello
<br>Player2-Republican: Hi
<br>Player3-Democrat: my parents always said I underestimate myself. I guess they were right
<br>Player2-Republican: yes it was a little hard to estimate it but I overestimated 
<br>Player2-Republican: was a quick decision 
<br>Player3-Democrat: ture
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player2-Republican,4,1,4,10,"The person who got to assign the tasks gave themself the easier tasks, I don't blame them though to be honest.",Doing tasks assigned as red or green.,2,I've had studies like this before where the point was to gauge how your interactions impact your feelings.,2,I don't think they were real.,"I got a message saying: Participant Player4-Republican seems to be inactive and has not submitted any response.

The survey has been terminated. Please contact the researcher to receive partial compensation for your participation.
",*** Warning: Participant Player4-Republican timed out in stage 1. Survey terminated.," *** Player1-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: I really didn't have enough time to get a good guess...
<br>Player2-Republican: How about you guys?
<br> *** Player1-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player1-Democrat,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player4-Republican: Hello
<br>Player2-Republican: Hi
<br>Player3-Democrat: my parents always said I underestimate myself. I guess they were right
<br>Player2-Republican: yes it was a little hard to estimate it but I overestimated 
<br>Player2-Republican: was a quick decision 
<br>Player3-Democrat: ture
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>Player1-Democrat: I prefer this to over estimate
<br>"
Player2-Republican,3,3,4,10,NA,To see how people responded to the actions of people from different political parties.,2,I feel it was AI,2,I think it was just a test to see how people respond to different outcomes,NA,OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Hello.
<br>Player1-Democrat: Hiii :D
<br>Player4-Republican: Hey
<br>Player1-Democrat: I thought the task was hard 
<br>Player2-Republican: I thought it was kind of hard to estimate. 
<br>Player4-Republican: I thought it was challenging with how quick it was to estimate
<br>Player2-Republican: I turned out to be an underestimator - which I kind of thought I would end up as
<br>Player4-Republican: We needed more time
<br>Player1-Democrat: I counted 10 and then it disappeared so I just guessed based on how much screen I covered
<br>Player3-Democrat: It was definitely hard for me. It was too quick.
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player3-Democrat,2,1,4,10,"It seems slightly unfair, but I'd also never expect someone to choose anything other than green to work on themselves.",Exploring how people deduce fairness when interacting with others from different political parties.,1,NA,1,NA,This was a highly enjoyable study.,OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Hello.
<br>Player1-Democrat: Hiii :D
<br>Player4-Republican: Hey
<br>Player1-Democrat: I thought the task was hard 
<br>Player2-Republican: I thought it was kind of hard to estimate. 
<br>Player4-Republican: I thought it was challenging with how quick it was to estimate
<br>Player2-Republican: I turned out to be an underestimator - which I kind of thought I would end up as
<br>Player4-Republican: We needed more time
<br>Player1-Democrat: I counted 10 and then it disappeared so I just guessed based on how much screen I covered
<br>Player3-Democrat: It was definitely hard for me. It was too quick.
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player4-Republican,3,1,3,9,NA,"How political party members, based on small similar tasks, will assign others in tasks.",1,NA,1,NA,no,OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Hello.
<br>Player1-Democrat: Hiii :D
<br>Player4-Republican: Hey
<br>Player1-Democrat: I thought the task was hard 
<br>Player2-Republican: I thought it was kind of hard to estimate. 
<br>Player4-Republican: I thought it was challenging with how quick it was to estimate
<br>Player2-Republican: I turned out to be an underestimator - which I kind of thought I would end up as
<br>Player4-Republican: We needed more time
<br>Player1-Democrat: I counted 10 and then it disappeared so I just guessed based on how much screen I covered
<br>Player3-Democrat: It was definitely hard for me. It was too quick.
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player4-Republican,1,NA,NA,NA,NA,To see perceptions of people in regards to decision making in a group,1,NA,4,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Hi
<br>Player1-Democrat: Hello!
<br>Player4-Republican: hello
<br>Player3-Democrat: Hello fellow overestimators.
<br>Player2-Republican: I underestimated with a guess of 81.
<br>Player4-Republican: hi. i underestimated as well
<br>Player1-Democrat: I also underestimated.
<br>Player3-Democrat: I was over at 71 so I guess we saw different pics.
<br>Player3-Democrat: Hmm.
<br>Player2-Republican: I saw a pic with circles big an small
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player4-Republican,4,1,4,8,no,See if political party change feeling,1,NA,1,NA,No,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Hello everyone
<br>Player1-Democrat: Hey
<br>Player3-Democrat: Hello - apparently I'm an underestimator.
<br>Player2-Republican: So was I
<br>Player4-Republican: i overestimated 
<br>Player1-Democrat: It was a lot of dots, but apparently I thought there were more than in reality
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player1-Democrat,4,3,4,9,None :D,To judge how people divide tasks among themselves (Like seeing who would pick an easy task or not),2,"I figured it would be difficult to actually conduct a live survey with multiple people at once, so I figured they were bots.",1,NA,None,OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br>Player3-Democrat: Hello.
<br>Player1-Democrat: Hiii :D
<br>Player4-Republican: Hey
<br>Player1-Democrat: I thought the task was hard 
<br>Player2-Republican: I thought it was kind of hard to estimate. 
<br>Player4-Republican: I thought it was challenging with how quick it was to estimate
<br>Player2-Republican: I turned out to be an underestimator - which I kind of thought I would end up as
<br>Player4-Republican: We needed more time
<br>Player1-Democrat: I counted 10 and then it disappeared so I just guessed based on how much screen I covered
<br>Player3-Democrat: It was definitely hard for me. It was too quick.
<br> *** Player2-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player1-Democrat,2,2,3,6,I think random selection is the fairest way to go.,To see if people would assign easier tasks to themselves.,1,NA,1,NA,Thanks for the study!,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: I thought it was dfficult to count so I just estimated quickly
<br>Player2-Republican: I thought I overestimated at 60
<br>Player1-Democrat: I am an underestimator, but I don't know how they can tell from one set of dots.
<br>Player2-Republican: but clearly I was wrong
<br>Player4-Republican: I overestimated at 100
<br>Player3-Democrat: I thought there were 45 dots.
<br>Player1-Democrat: What? I underestimated at 100!
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player2-Republican,1,NA,NA,NA,NA,opinions on the other party and tasks.,1,NA,4,NA,no,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Hello everyone
<br>Player1-Democrat: Hey
<br>Player3-Democrat: Hello - apparently I'm an underestimator.
<br>Player2-Republican: So was I
<br>Player4-Republican: i overestimated 
<br>Player1-Democrat: It was a lot of dots, but apparently I thought there were more than in reality
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player1-Democrat,1,NA,NA,NA,NA,I suppose to see if we'd select the green task or red task and if our political party has any bearing on our decision.,1,NA,4,NA,NA,OK -- no issues," *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br>Player2-Republican: Hello everyone
<br>Player1-Democrat: Hey
<br>Player3-Democrat: Hello - apparently I'm an underestimator.
<br>Player2-Republican: So was I
<br>Player4-Republican: i overestimated 
<br>Player1-Democrat: It was a lot of dots, but apparently I thought there were more than in reality
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br>"
Player1-Democrat,1,NA,NA,NA,NA,To see if we would choose the assignments based on political affiliation?,1,NA,2,"I can't describe why I think that, it just felt very much controlled.",There is nothing else. Thank you,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Hi
<br>Player1-Democrat: Hello!
<br>Player4-Republican: hello
<br>Player3-Democrat: Hello fellow overestimators.
<br>Player2-Republican: I underestimated with a guess of 81.
<br>Player4-Republican: hi. i underestimated as well
<br>Player1-Democrat: I also underestimated.
<br>Player3-Democrat: I was over at 71 so I guess we saw different pics.
<br>Player3-Democrat: Hmm.
<br>Player2-Republican: I saw a pic with circles big an small
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player3-Democrat,3,3,7,10,I like it.,"Uhh... to get us thinking if we would screw over the people on the opposite ""side"" of us and help the person on the same side.",2,None of this seems real to me.,2,As I said above.,If the tasks were real I definitely would've dumped the harder ones on the Republicans.,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Hi
<br>Player1-Democrat: Hello!
<br>Player4-Republican: hello
<br>Player3-Democrat: Hello fellow overestimators.
<br>Player2-Republican: I underestimated with a guess of 81.
<br>Player4-Republican: hi. i underestimated as well
<br>Player1-Democrat: I also underestimated.
<br>Player3-Democrat: I was over at 71 so I guess we saw different pics.
<br>Player3-Democrat: Hmm.
<br>Player2-Republican: I saw a pic with circles big an small
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player1-Democrat,4,1,3,9,NA,not sure,1,NA,1,NA,NA,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Hello everyone!
<br>Player1-Democrat: hello
<br>Player4-Republican: hey!
<br>Player3-Democrat: hello everyone
<br>Player4-Republican: that task was tough
<br>Player1-Democrat: Did you think the task was easy or difficult?
<br>Player3-Democrat: i guess we're all overestimaters
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br>"
Player4-Republican,2,1,5,9,no,I think the purpose of this experiment was to see if people when given a choice would assign themselves an easier workload.,1,NA,1,NA,no,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hello!
<br>Player3-Democrat: I'm an overestimator
<br>Player1-Democrat: Hi
<br>Player4-Republican: Dot trial went by super fast
<br>Player2-Republican: Good afternoon.  Overestimator here.
<br>Player4-Republican: Underestimater here
<br>Player1-Democrat: I'm also overestimator.
<br>Player3-Democrat: Mine was really hard to determine. There were a lot of dots of different sizes.
<br>Player2-Republican: Same on sizes!
<br>Player3-Democrat: so 3 over and 1 under
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player4-Republican,3,1,4,10,"I would have assigned myself the green task for sure, can't blame the other participant",To see if people had biases towards Republicans vs. Democrats and to see if a decision by a Republican that was negative influenced particpants to respond negatively.,1,NA,1,NA,No,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player4-Republican: I thought it was dfficult to count so I just estimated quickly
<br>Player2-Republican: I thought I overestimated at 60
<br>Player1-Democrat: I am an underestimator, but I don't know how they can tell from one set of dots.
<br>Player2-Republican: but clearly I was wrong
<br>Player4-Republican: I overestimated at 100
<br>Player3-Democrat: I thought there were 45 dots.
<br>Player1-Democrat: What? I underestimated at 100!
<br> *** Player1-Democrat has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player2-Republican,4,2,2,8,NA,unsure,1,NA,1,NA,NA,OK -- no issues," *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player3-Democrat has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Hello everyone!
<br>Player1-Democrat: hello
<br>Player4-Republican: hey!
<br>Player3-Democrat: hello everyone
<br>Player4-Republican: that task was tough
<br>Player1-Democrat: Did you think the task was easy or difficult?
<br>Player3-Democrat: i guess we're all overestimaters
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player3-Democrat has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player3-Democrat,1,NA,NA,NA,NA,I thought it would have something to do with how smart or skillful people in the opposing political party are,1,NA,4,NA,NA,OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player3-Democrat: Hello!
<br>Player3-Democrat: I'm an overestimator
<br>Player1-Democrat: Hi
<br>Player4-Republican: Dot trial went by super fast
<br>Player2-Republican: Good afternoon.  Overestimator here.
<br>Player4-Republican: Underestimater here
<br>Player1-Democrat: I'm also overestimator.
<br>Player3-Democrat: Mine was really hard to determine. There were a lot of dots of different sizes.
<br>Player2-Republican: Same on sizes!
<br>Player3-Democrat: so 3 over and 1 under
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
Player2-Republican,2,1,6,9,I think it could make some participants a bit upset however I am glad I got the task I was given.  I don't think I can tell you what it is though because I don't think you are suppose to know.,To see how the participant selected to choose made their choice after the chat and to observe how the others felt about it.,1,NA,1,NA,"The chat part wasn't long enough.  We needed another couple of minutes I think it, it ended too fast.",OK -- no issues," *** Player3-Democrat has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br> *** Player2-Republican has joined the chat ***
<br>Player2-Republican: Hi
<br>Player1-Democrat: Hello!
<br>Player4-Republican: hello
<br>Player3-Democrat: Hello fellow overestimators.
<br>Player2-Republican: I underestimated with a guess of 81.
<br>Player4-Republican: hi. i underestimated as well
<br>Player1-Democrat: I also underestimated.
<br>Player3-Democrat: I was over at 71 so I guess we saw different pics.
<br>Player3-Democrat: Hmm.
<br>Player2-Republican: I saw a pic with circles big an small
<br> *** Player3-Democrat has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br> *** Player2-Republican has left the chat ***
<br>"
Player4-Republican,2,1,2,10,No,To see what other participants chose for others in their group to do.,1,NA,1,NA,NA,OK -- no issues," *** Player2-Republican has joined the chat ***
<br> *** Player1-Democrat has joined the chat ***
<br> *** Player4-Republican has joined the chat ***
<br>Player4-Republican: I thought that it made things a little bit harder to estimate the dots because my dots were a lot of different sizes. 
<br>Player1-Democrat: It was def difficult to estimate the dots. I rly just focused on the larger dots. 
<br>Player1-Democrat: Right! The sizes really throw you off. 
<br> *** Player2-Republican has left the chat ***
<br> *** Player1-Democrat has left the chat ***
<br> *** Player4-Republican has left the chat ***
<br>"
