StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,prolific_id,Q145,match timer_First Click,match timer_Last Click,match timer_Page Submit,match timer_Click Count,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q28,get timer_First Click,get timer_Last Click,get timer_Page Submit,get timer_Click Count,Q186,under_ingroup1,under_ingroup2,under_ingroup3,over_outgroup1,over_outgroup2,over_outgroup3,group_check,over_ingroup1,over_ingroup2,over_ingroup3,under_outgroup1,under_outgroup2,under_outgroup3,Q60_First Click,Q60_Last Click,Q60_Page Submit,Q60_Click Count,Q83,Q87,Q90_1_x,Q90_1_y,Q90,Q91,attn_check,Q147_First Click,Q147_Last Click,Q147_Page Submit,Q147_Click Count,Q55_First Click,Q55_Last Click,Q55_Page Submit,Q55_Click Count,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q20,Q100_First Click,Q100_Last Click,Q100_Page Submit,Q100_Click Count,Q84,Q141,Q142,Q143_1,Q144,Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,fairness(new),Q31,guesstimate(new)_1,feedback (new),Q75_First Click,Q75_Last Click,Q75_Page Submit,Q75_Click Count,Q76_First Click,Q76_Last Click,Q76_Page Submit,Q76_Click Count,Q77_First Click,Q77_Last Click,Q77_Page Submit,Q77_Click Count,Q78_First Click,Q78_Last Click,Q78_Page Submit,Q78_Click Count,Q94,Q95,Q129,Q96,Q128,desktop,desktop_4_TEXT,Q131,age,gender,gender_5_TEXT,ethnicity,pol_or,Q102,Q103,researcherID,studyID,Create New Field or Choose From Dropdown...,groupID,participantID,groupSize,numStages,roles,participantRole,timeOutLog,maxWaitTime,id,botMatch,matchAlert,participantStatus,sendData,sendStage,getStage,getData,saveData,getWaitText,freezeTime,chatLog,chatDuration,chatName,chatWindowWidth,chatWindowHeight,chatInstructions
12/15/23 16:00,12/15/23 16:12,IP Address,70.44.94.194,100,699,TRUE,12/15/23 16:12,R_6aBbU2OcrVkdIOZ,,,,,40.6561,-75.2336,anonymous,EN,I consent to the study.,56a914f0119265000c6e13c5,"Yes, I understand.",0,0,13.795,0,0,0,3.013,0,100,0,0,104.257,0,,,,,,,,Overestimators,Somewhat agree,Somewhat agree,Agree,Disagree,Neither agree nor disagree,Disagree,0,0,20.927,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,310,281,Region #1,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,10.8,0,0,0,42.429,0,0,0,25.009,0,,,,,,,,,,,,,,,Maybe,Fairly,10,I thought it was fine!,0,0,15.008,0,,,,,,,,,,,,,I'm not really sure,Yes,,Yes,,On a desktop or laptop computer,,Thanks,39,Woman,,White,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,143,R_6aBbU2OcrVkdIOZ,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player4-Underestimator: Hello!
<br>Player1-Overestimator: Hi!
<br>Player3-Overestimator: Hi!
<br>Player4-Underestimator: I think it was pretty hard to estimate the number of dots, what strategy did you guys use?
<br>Player1-Overestimator: I had no idea how many dots were there. I counted the big ones and then multiplied that number, but obviously by too much
<br>Player3-Overestimator: I didn't really have a strategy. I just eyeballed it and took a guess.
<br>Player2-Underestimator: Hi, I thought it was somewhat difficult to estimate the dots.
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
12/15/23 16:00,12/15/23 16:12,IP Address,24.43.163.131,100,712,TRUE,12/15/23 16:12,R_3A1AQrW0kRzOLnP,,,,,33.8718,-118.3369,anonymous,EN,I consent to the study.,62dc65fdd3bbfeff289f1500,"Yes, I understand.",0,0,7.816,0,0,0,3.125,0,97,0,0,8.924,0,Underestimators,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,,,,,,,,0,0,53.159,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,324,342,Region #1,Disagree,"Somewhat 
Disagree
3
",0,0,8.014,0,0,0,15.474,0,0,0,26.374,0,,,,,,,,,,,,,,,Yes,Fairly,10,Nothing comes to mind. Both seem fun to me.,0,0,15.023,0,,,,,,,,,,,,,I'm honestly not sure at all.,Yes,,Yes,,On a desktop or laptop computer,,"No, thank you.",51,Man,,White,Very Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,141,R_3A1AQrW0kRzOLnP,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player2-Underestimator: Hi everyone
<br>Player3-Overestimator: hello!
<br>Player4-Underestimator: Hello. 
<br>Player1-Overestimator: Hello
<br>Player3-Overestimator: The estimating thing is interesting!
<br>Player2-Underestimator: i jjust felt like it was a little difficult to see how many dots were in the image, i think the circles made it seem like there were more
<br>Player1-Overestimator: I thought it was tough to guess the number of dots because of the different sizes
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
12/15/23 16:03,12/15/23 16:12,IP Address,162.207.62.142,100,542,TRUE,12/15/23 16:12,R_3xRvgLfqLnyRkpi,,,,,32.6609,-97.0342,anonymous,EN,I consent to the study.,5bd7ef36e4d5b00001a9b99e,"Yes, I understand.",0,0,8.041,0,0,0,3.012,0,70,0,0,37.797,0,,,,,,,,Overestimators,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,21.275,21.275,21.677,1,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,92,312,Region #1,Disagree,"Somewhat 
Disagree
3
",0,0,6.721,0,0,0,15.508,0,0,0,25.107,0,,,,,,,,,,,0,0,15.109,0,Maybe,Neither Fairly or Unfairly,3,None.,,,,,,,,,,,,,,,,,I do not know.,Yes,,Yes,,On a desktop or laptop computer,,None!,32,Man,,White,Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,157,R_3xRvgLfqLnyRkpi,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player2-Underestimator: hi everyone
<br>Player1-Overestimator: I'm a silly overestimator
<br>Player3-Overestimator: Hi
<br>Player4-Underestimator: Hello
<br>Player3-Overestimator: Pog
<br>Player3-Overestimator: I overestimated 😭
<br>Player2-Underestimator: lol I thought I would be too, but I under estimated
<br>Player4-Underestimator: That task was stressful
<br>Player3-Overestimator: How many were there 
<br>Player4-Underestimator: underestimated
<br>Player3-Overestimator: I said 100
<br>Player2-Underestimator: there are four of us I think
<br>Player1-Overestimator: 70 was too many apparently
<br>Player4-Underestimator: me too
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
12/15/23 16:01,12/15/23 16:12,IP Address,76.107.7.102,100,624,TRUE,12/15/23 16:12,R_3GOnI3mPdQv7m6t,,,,,32.4644,-93.7207,anonymous,EN,I consent to the study.,5ca88c7900dbf0000127c5d5,"Yes, I understand.",0,0,14.621,0,0,0,3.011,0,85,0,0,24.799,0,,,,,,,,Overestimators,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,21.574,0,IM_3KUo7iTc8Zjnk46,should have the saving of human lives as an important goal.,696,76,Region #2,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,9.515,0,20.355,20.355,22.223,1,0,0,25.122,0,,,,,,,,,,,,,,,No,Neither Fairly or Unfairly,9,,,,,,,,,,0,0,15.118,0,,,,,the laziness of people,Yes,,No,obviously trying to get us riled up,On a desktop or laptop computer,,,38,Man,,White,Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,152,R_3GOnI3mPdQv7m6t,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player3-Overestimator: ya i Knew 85 was too much
<br>Player2-Underestimator: I'm not sure what estimating dots have to do with being a republican or democrat
<br>Player4-Underestimator: It was kind of hard to decipher the number just because they were different sizes
<br>Player1-Overestimator: I could have guessed closer if the image stayed up longer.
<br>Player4-Underestimator: same
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
12/15/23 16:00,12/15/23 16:12,IP Address,73.213.18.84,100,706,TRUE,12/15/23 16:12,R_68CUbStiB1MATf3,,,,,39.5493,-76.123,anonymous,EN,I consent to the study.,5e45477286e27102354a420b,"Yes, I understand.",0,0,8.044,0,0,0,3.11,0,35,0,0,1.606,0,,,,,,,,Overestimators,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,0,0,23.941,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,781,277,Region #2,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,16.527,0,0,0,31.157,0,0,0,25.007,0,,,,,,,,,,,,,,,Yes,Somewhat Unfairly,9,It should be randomly assigned no matter what in my opinion,0,0,15.007,0,,,,,,,,,,,,,To see how people behave with others in cooperative environments like studies.,No,It felt way too generic and preplanned.,No,"Whether it was a real person has no effect on the actual experiment being conducted, it's hypothetical.",On a desktop or laptop computer,,N/A,27,Man,,White,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,141,R_68CUbStiB1MATf3,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player1-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player2-Underestimator: Hi everyone
<br>Player3-Overestimator: hello!
<br>Player4-Underestimator: Hello. 
<br>Player1-Overestimator: Hello
<br>Player3-Overestimator: The estimating thing is interesting!
<br>Player2-Underestimator: i jjust felt like it was a little difficult to see how many dots were in the image, i think the circles made it seem like there were more
<br>Player1-Overestimator: I thought it was tough to guess the number of dots because of the different sizes
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
12/15/23 16:00,12/15/23 16:12,IP Address,75.163.24.138,100,696,TRUE,12/15/23 16:12,R_3dyxlvEVLC9vcKl,,,,,36.0115,-115.0438,anonymous,EN,I consent to the study.,6331b9456956d880a1e4632f,"Yes, I understand.",6.12,6.12,55.868,1,1.505,2.287,3.012,2,200,0,0,0.542,0,,,,,,,,Overestimators,Agree,Somewhat agree,Somewhat agree,Disagree,Strongly disagree,Strongly disagree,5.599,22.219,23.055,3,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,314,288,Region #1,Slightly Agree,"Somewhat 
Disagree
3
",18.583,20.816,22.197,3,45.225,50.027,51.966,3,4.373,4.373,25.109,1,Randomization,4.521,12.361,15.804,4,,Maybe,Extremely Fairly,7,I would say that I find it fun and innovative. I like the idea very much also.,,,,,,,,,,,,,,,,,,,,,,,,,To see what people do when they have power over others.,Yes,,Yes,,On a desktop or laptop computer,,Thank you,39,Man,,White,Very Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,154,R_3dyxlvEVLC9vcKl,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player3-Overestimator: Hi
<br>Player4-Underestimator: hi
<br>Player2-Underestimator: hi
<br>Player1-Overestimator: Hi
<br>Player4-Underestimator: so i completely guessed
<br>Player3-Overestimator: I did not find it hard to guess
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>Player3-Overestimator: I did my best on this
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
12/15/23 16:00,12/15/23 16:12,IP Address,97.120.18.235,100,696,TRUE,12/15/23 16:12,R_6CVzhmi3ukLrNvj,,,,,46.1478,-122.9711,anonymous,EN,I consent to the study.,5fdca41ecb769722e2266d8a,"Yes, I understand.",0,0,10.345,0,0,0,3.012,0,260,0,0,23.051,0,,,,,,,,Overestimators,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,0,0,21.547,0,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,231,76,Region #1,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,10.17,0,0,0,15.021,0,0,0,25.114,0,,,,,,,,,,,,,,,Maybe,Neither Fairly or Unfairly,10,"Not really, just disappointed I might have to do the red task because the green task is my specialty",,,,,,,,,0,0,15.107,0,,,,,trusting other players to be fair,Yes,,Yes,,On a desktop or laptop computer,,I am confused about what this was all about.,58,Woman,,White,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,145,R_6CVzhmi3ukLrNvj,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player3-Overestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br>Player1-Overestimator: hello guys
<br>Player2-Underestimator: hello
<br>Player3-Overestimator: Hey hey
<br>Player4-Underestimator: I didn't put much thought into the estimate because it didn't seem too important.
<br>Player3-Overestimator: I just randomly guessed
<br>Player2-Underestimator: who cares really, not like we had enough time to count all the dots anyways
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>Player1-Overestimator: the dots looked pretty many to me
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
12/15/23 16:00,12/15/23 16:12,IP Address,208.107.136.28,100,722,TRUE,12/15/23 16:12,R_5LpiecmCPvMjlVn,,,,,46.8393,-100.782,anonymous,EN,I consent to the study.,5dd9f0e719eecb97dfab7b48,"Yes, I understand.",0,0,6.872,0,0,0,3.041,0,100,0,0,0.303,0,Underestimators,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,,,,,,,4.914,12.726,21.711,3,IM_40ED2VBvFPVw7JQ,derives its significance in part from its providing new technologies.,857,55,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,12.602,0,10.461,26.22,27.243,8,0,0,25.026,0,I will choose,6.816,18.122,19.133,5,The Green Task,Yes,Extremely Fairly,10,None,,,,,,,,,,,,,,,,,,,,,,,,,To see if people would take the easier task.,Yes,,Yes,,On a tablet,,Nothing ,48,Man,,White,Very Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,139,R_5LpiecmCPvMjlVn,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player2-Underestimator: Greetings
<br>Player4-Underestimator: Hi
<br>Player3-Overestimator: Hello
<br>Player1-Overestimator: Hello!
<br>Player1-Overestimator: I guess 67 was too high, lol. 
<br>Player3-Overestimator: I guessed 50
<br>Player4-Underestimator: I guessed 100
<br>Player2-Underestimator: I guessed 75 and was too low, seems we got different images
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>",,chatLog,,,
12/15/23 16:00,12/15/23 16:12,IP Address,47.137.144.221,100,754,TRUE,12/15/23 16:12,R_62lH4d639VHpSzE,,,,,33.9893,-118.089,anonymous,EN,I consent to the study.,65738d2870f7f2005000c6b8,"Yes, I understand.",0,0,23.24,0,0,0,3.044,0,50,0,0,38.132,0,Underestimators,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,12.726,12.726,21.893,1,IM_3KUo7iTc8Zjnk46,has any value apart from its role in providing new technologies to save lives.,642,79,Region #2,Disagree,"Somewhat 
Disagree
3
",0,0,9.027,0,8.789,8.789,12.19,1,0,0,25.038,0,I will choose,2.465,2.465,16.828,1,The Green Task,Yes,Extremely Fairly,10,"It was a fun survey, & I hope you will approve of my work.  Thank you!",,,,,,,,,,,,,,,,,,,,,,,,,To figure out how people make decisions.,Yes,,Yes,,On a desktop or laptop computer,,,39,Woman,,Asian,Very Conservative,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,147,R_62lH4d639VHpSzE,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br>Player2-Underestimator: well i guessed under
<br>Player1-Overestimator: hi there
<br>Player1-Overestimator: I guessed over
<br>Player4-Underestimator: Hi!
<br>Player2-Underestimator: hey
<br>Player1-Overestimator: not sure by how much
<br>Player1-Overestimator: did you guys get dots of varying sizes?
<br>Player2-Underestimator: yeah i dont knw how much i was either
<br>Player3-Overestimator: I can't really say if it was hard or not. They don't tell you how close you were. I said 57 and they said that was over. I could be over by 1 or 2 for all I know.
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br>",,chatLog,,,
12/15/23 16:01,12/15/23 16:12,IP Address,204.217.154.252,100,675,TRUE,12/15/23 16:12,R_3jB3LTqXzi0o9M6,,,,,35.8964,-78.7115,anonymous,EN,I consent to the study.,63d1b0363f9bd5a6062dfb1c,"Yes, I understand.",0,0,10.489,0,0,0,3.133,0,45,0,0,0.63,0,Overestimators,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,,2.564,4.87,21.317,3,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,858,232,Region #2,Agree,"Somewhat 
Disagree
3
",0,0,7.607,0,5.123,7.548,12.054,3,0,0,25.031,0,Randomization,3.557,19.815,21.263,4,,No,Fairly,7,,,,,,,,,,,,,,,,,,,,,,,,,,decision making,Yes,,Yes,,On a desktop or laptop computer,,,22,Man,,Black or African American,Moderate,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,158,R_3jB3LTqXzi0o9M6,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player2-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player4-Underestimator: Hello, all!
<br>Player3-Overestimator: Good afternoon!
<br>Player2-Underestimator: hi
<br>Player4-Underestimator: How did you find the task?
<br>Player1-Overestimator: Hello, fellow overestimators! I find it hard to quickly judge the numbers in tasks like the last one. I picked 60.
<br>Player3-Overestimator: For the task, I tried to group dots in bunches of five and try to count as quickly as I could. It was difficult
<br>Player3-Overestimator: I picked 65
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br> *** Player2-Underestimator has left the chat ***
<br>",,chatLog,,,
12/15/23 16:03,12/15/23 16:12,IP Address,174.245.16.197,100,567,TRUE,12/15/23 16:12,R_7G0w7fzbUurqbdE,,,,,42.5836,-83.4989,anonymous,EN,I consent to the study.,6144834d136ed7f27d2dbe60,"Yes, I understand.",0,0,13.568,0,0,0,3.011,0,45,0,0,13.57,0,Underestimators,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,,,,,,,4.57,14.573,22.202,2,IM_3KUo7iTc8Zjnk46,has its most valuable achievements in medical applications.,179,83,Region #1,Slightly Agree,"Somewhat 
Disagree
3
",0,0,10.3,0,9.13,9.13,15.783,1,0,0,25.012,0,,,,,,,,,,,,,,,Maybe,Unfairly,9,,,,,,,,,,,,,,0,0,15.006,0,"To examine whether participants who got stuck with the ""red"" tasks  were selecting tasks fairly or unfairly. would feel another participant who chose the easier ""green"" tasks were fair or ",Yes,,Yes,,On a desktop or laptop computer,,,50,Woman,,White,Somewhat Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,158,R_7G0w7fzbUurqbdE,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player1-Overestimator has joined the chat ***
<br> *** Player4-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br>Player4-Underestimator: Hello, all!
<br>Player3-Overestimator: Good afternoon!
<br>Player2-Underestimator: hi
<br>Player4-Underestimator: How did you find the task?
<br>Player1-Overestimator: Hello, fellow overestimators! I find it hard to quickly judge the numbers in tasks like the last one. I picked 60.
<br>Player3-Overestimator: For the task, I tried to group dots in bunches of five and try to count as quickly as I could. It was difficult
<br>Player3-Overestimator: I picked 65
<br> *** Player1-Overestimator has left the chat ***
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player3-Overestimator has left the chat ***
<br>",,chatLog,,,
12/15/23 16:02,12/15/23 16:12,IP Address,76.138.101.25,100,611,TRUE,12/15/23 16:12,R_50v0oOMu2CEm9iz,,,,,35.1431,-90.0492,anonymous,EN,I consent to the study.,5fc1b73a2001ea1cf3f3225c,"Yes, I understand.",0,0,8.382,0,0,0,3.008,0,30,0,0,74.89,0,Underestimators,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,,,,,,,,0,0,21.437,0,IM_3KUo7iTc8Zjnk46,derives its significance in part from its providing new technologies.,570,343,Region #2,Slightly Disagree,"Somewhat 
Disagree
3
",0,0,9.143,0,0,0,14.967,0,0,0,25.115,0,,,,,,,,,,,0,0,15.11,0,Maybe,Unfairly,8,I feel like it is pretty obvious most of us would choose to complete the green task.,,,,,,,,,,,,,,,,,To see how people assigned tasks when given the choice.,Yes,,Yes,,On a desktop or laptop computer,,N/A,24,Woman,,White,Liberal,I DO give my consent for you to use my data.,I agree with this statement,6392NwKkvp,MoHi_Study1,,154,R_50v0oOMu2CEm9iz,4,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator",Player4-Underestimator,OK -- no issues,300,,no,yes,ready,participantStatus,1,1,"Player1-Overestimator,Player2-Underestimator,Player3-Overestimator,Player4-Underestimator","null,null,null,null",Please wait for the other participants. The chat will start soon. Do not refresh this page.,1," *** Player4-Underestimator has joined the chat ***
<br> *** Player1-Overestimator has joined the chat ***
<br> *** Player2-Underestimator has joined the chat ***
<br> *** Player3-Overestimator has joined the chat ***
<br>Player3-Overestimator: Hi
<br>Player4-Underestimator: hi
<br>Player2-Underestimator: hi
<br>Player1-Overestimator: Hi
<br>Player4-Underestimator: so i completely guessed
<br>Player3-Overestimator: I did not find it hard to guess
<br> *** Player4-Underestimator has left the chat ***
<br> *** Player1-Overestimator has left the chat ***
<br>Player3-Overestimator: I did my best on this
<br>",,chatLog,,,
